
"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     7, "min",      0.924,       0.000,     -0.060,     -0.000,     -9.726,      0.000
     8, "max",      0.000,      -0.000,    302.309,     -0.000,  45346.737,     -0.006
     8, "min",      0.000,      -0.000,   -302.309,     -0.000,      0.329,     -0.006

"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",      0.217,       0.000,      1.826,     -0.000,    320.129,      0.000
     1, "min",     -3.478,       0.000,     -1.869,     -0.000,     -0.124,     -0.000
     2, "max",      0.131,       0.569,      1.492,     -6.725,     46.704,     28.447
     2, "min",      0.131,       0.569,      0.722,     -6.725,     -8.654,     -0.003
     3, "max",      0.131,      -0.569,      1.492,      6.725,     46.704,      0.003
     3, "min",      0.131,      -0.569,      0.722,      6.725,     -8.654,    -28.447
     4, "max",     -1.160,      -0.000,      0.018,      0.005,     -1.942,     -0.030
     4, "min",     -1.226,      -0.000,     -0.010,      0.005,     -5.018,     -0.048
     5, "max",     -1.160,       0.000,      0.018,     -0.005,     -1.942,      0.048
     5, "min",     -1.226,       0.000,     -0.010,     -0.005,     -5.018,      0.030
     6, "max",      0.983,      -0.000,     -0.027,      0.000,     67.730,     -0.020
     6, "min",      0.924,      -0.000,     -0.123,      0.000,      7.252,     -0.033
     7, "max",      0.983,       0.000,     -0.027,     -0.000,     67.730,      0.033
     7, "min",      0.924,       0.000,     -0.123,     -0.000,      7.252,      0.020
     8, "max",      0.000,      -0.000,    302.309,     -0.000,  45346.737,     -0.006
     8, "min",      0.000,      -0.000,   -302.309,     -0.000,      0.329,     -0.006

"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",      0.216,       0.000,      1.826,     -0.000,    320.128,      0.000
     1, "min",     -3.479,       0.000,     -1.869,     -0.000,     -0.124,     -0.000
     2, "max",      0.134,       0.569,      1.492,     -6.725,     47.085,     28.455
     2, "min",      0.134,       0.569,      0.722,     -6.725,     -8.264,     -0.003
     3, "max",      0.134,      -0.569,      1.492,      6.725,     47.085,      0.003
     3, "min",      0.134,      -0.569,      0.722,      6.725,     -8.264,    -28.455
     4, "max",     -1.159,      -0.000,      0.014,      0.005,      0.311,     -0.030
     4, "min",     -1.225,      -0.000,     -0.013,      0.005,     -1.608,     -0.048
     5, "max",     -1.159,       0.000,      0.014,     -0.005,      0.311,      0.048
     5, "min",     -1.225,       0.000,     -0.013,     -0.005,     -1.608,      0.030
     6, "max",      0.983,      -0.000,     -0.027,      0.000,     67.749,     -0.020
     6, "min",      0.925,      -0.000,     -0.123,      0.000,      7.256,     -0.033
     7, "max",      0.983,       0.000,     -0.027,     -0.000,     67.749,      0.033
     7, "min",      0.925,       0.000,     -0.123,     -0.000,      7.256,      0.020
     8, "max",      0.000,      -0.000,     32.309,     -0.000,   4847.516,     -0.006
     8, "min",      0.000,      -0.000,    -32.309,     -0.000,      1.108,     -0.006

"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",      0.216,       0.000,      1.826,     -0.000,    320.254,      0.000
     1, "min",     -3.479,       0.000,     -1.869,     -0.000,      0.000,     -0.000
     2, "max",      0.134,       0.569,      1.492,     -6.725,     47.085,     28.455
     2, "min",      0.134,       0.569,      0.722,     -6.725,     -8.264,     -0.003
     3, "max",      0.134,      -0.569,      1.492,      6.725,     47.085,      0.003
     3, "min",      0.134,      -0.569,      0.722,      6.725,     -8.264,    -28.455
     4, "max",     -1.159,       0.000,      0.014,      0.005,      0.624,      0.008
     4, "min",     -1.225,       0.000,     -0.014,      0.005,     -1.248,     -0.002
     5, "max",     -1.159,      -0.000,      0.014,     -0.005,      0.624,      0.002
     5, "min",     -1.225,      -0.000,     -0.014,     -0.005,     -1.248,     -0.008
     6, "max",      0.983,      -0.000,      0.036,      0.000,      5.471,     -0.000
     6, "min",      0.925,      -0.000,     -0.060,      0.000,     -9.726,     -0.002
     7, "max",      0.983,       0.000,      0.036,     -0.000,      5.471,      0.002
     7, "min",      0.925,       0.000,     -0.060,     -0.000,     -9.726,      0.000
     8, "max",      0.000,      -0.000,     32.309,     -0.000,   4847.516,     -0.006
     8, "min",      0.000,      -0.000,    -32.309,     -0.000,      1.108,     -0.006

"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",     -0.017,      -0.000,      1.319,      0.000,    179.982,      0.000
     1, "min",     -3.712,      -0.000,     -2.376,      0.000,   -321.110,     -0.000
     2, "max",      0.103,       0.472,      1.230,     -5.648,     34.072,     23.585
     2, "min",      0.103,       0.472,      0.460,     -5.648,     -8.191,     -0.026
     3, "max",      0.103,      -0.472,      1.230,      5.648,     34.072,      0.026
     3, "min",      0.103,      -0.472,      0.460,      5.648,     -8.191,    -23.585
     4, "max",     -0.967,       0.000,      0.009,      0.014,      1.015,      0.041
     4, "min",     -1.033,       0.000,     -0.019,      0.014,     -2.240,     -0.006
     5, "max",     -0.967,      -0.000,      0.009,     -0.014,      1.015,      0.006
     5, "min",     -1.033,      -0.000,     -0.019,     -0.014,     -2.240,     -0.041
     6, "max",      0.820,      -0.000,      0.038,      0.000,      6.094,     -0.000
     6, "min",      0.762,      -0.000,     -0.058,      0.000,     -8.219,     -0.035
     7, "max",      0.820,       0.000,      0.038,     -0.000,      6.094,      0.035
     7, "min",      0.762,       0.000,     -0.058,     -0.000,     -8.219,      0.000
     8, "max",      0.000,       0.000,     32.309,     -0.000,   4846.151,     -0.015
     8, "min",      0.000,       0.000,    -32.309,     -0.000,     -0.258,     -0.015

"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",     -0.017,      -0.000,      1.319,      0.000,    179.982,      0.000
     1, "min",     -3.712,      -0.000,     -2.376,      0.000,   -321.110,     -0.000
     2, "max",      0.103,       0.472,      1.230,     -5.648,     34.072,     23.585
     2, "min",      0.103,       0.472,      0.460,     -5.648,     -8.191,     -0.026
     3, "max",      0.103,      -0.472,      1.230,      5.648,     34.072,      0.026
     3, "min",      0.103,      -0.472,      0.460,      5.648,     -8.191,    -23.585
     4, "max",     -0.967,       0.000,      0.009,      0.014,      1.015,      0.041
     4, "min",     -1.033,       0.000,     -0.019,      0.014,     -2.240,     -0.006
     5, "max",     -0.967,      -0.000,      0.009,     -0.014,      1.015,      0.006
     5, "min",     -1.033,      -0.000,     -0.019,     -0.014,     -2.240,     -0.041
     6, "max",      0.820,      -0.000,      0.038,      0.000,      6.094,     -0.000
     6, "min",      0.762,      -0.000,     -0.058,      0.000,     -8.219,     -0.035
     7, "max",      0.820,       0.000,      0.038,     -0.000,      6.094,      0.035
     7, "min",      0.762,       0.000,     -0.058,     -0.000,     -8.219,      0.000
     8, "max",      0.000,       0.000,     32.309,     -0.000,   4846.151,     -0.015
     8, "min",      0.000,       0.000,    -32.309,     -0.000,     -0.258,     -0.015

"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
 "Elmnt",  ".", "Nx", "Vy", "Vz",  "Txx", "Myy", "Mzz", 
     1, "max",      0.090,      -0.000,      1.319,      0.000,    180.081,      0.000
     1, "min",     -3.605,      -0.000,     -2.376,      0.000,   -321.033,      0.000
     2, "max",      0.245,       0.435,      1.268,     -5.704,     37.236,     21.700
     2, "min",      0.245,       0.435,      0.498,     -5.704,     -6.909,     -0.027
     3, "max",      0.245,      -0.435,      1.268,      5.704,     37.236,      0.027
     3, "min",      0.245,      -0.435,      0.498,      5.704,     -6.909,    -21.700
     4, "max",     -0.978,       0.000,      0.005,      0.008,      0.401,      0.048
     4, "min",     -1.045,       0.000,     -0.009,      0.008,     -0.891,     -0.002
     5, "max",     -0.978,      -0.000,      0.005,     -0.008,      0.401,      0.002
     5, "min",     -1.045,      -0.000,     -0.009,     -0.008,     -0.891,     -0.048
     6, "max",      0.756,      -0.000,      0.038,      0.000,      6.061,     -0.000
     6, "min",      0.698,      -0.000,     -0.058,      0.000,     -8.307,     -0.034
     7, "max",      0.756,       0.000,      0.038,     -0.000,      6.061,      0.034
     7, "min",      0.698,       0.000,     -0.058,     -0.000,     -8.307,      0.000
     8, "max",      0.000,      -0.000,     21.540,      0.000,   2154.053,     -0.008
     8, "min",      0.000,      -0.000,    -21.540,      0.000,      0.093,     -0.008

"P E A K   F R A M E   E L E M E N T   I N T E R N A L   F O R C E S    (local)",
